tarfile,netfile,Timestamp,Time_created,yaml,stamp,d
hadoop-release-0.19.1.tar.gz,Hadoop_0191,1245643811,2009-06-22-06:10,hadoop0191,1235692800,27-Feb-09
hadoop-release-0.19.2.tar.gz,Hadoop_0192,1248333894,2009-07-23-09:24,hadoop0192,1246320000,30-Jun-09
hadoop-release-0.20.0.tar.gz,Hadoop_0200,1245643811,2009-06-22-06:10,hadoop0200,1240444800,23-Apr-09
hadoop-release-0.20.2.tar.gz,Hadoop_0202,1267161194,2010-02-26-06:13,hadoop0202,1266537600,19-Feb-10
hadoop-release-0.20.204.0.tar.gz,Hadoop_020.2040,1314977513,2011-09-02-17:31,hadoop0202040,1314230400,25-Aug-11
hadoop-release-0.20.205.0.tar.gz,Hadoop_020.2050,1318963686,2011-10-18-20:48,hadoop0202050,1318896000,18-Oct-11
hadoop-release-0.21.0.tar.gz,Hadoop_0210,1307916051,2011-06-13-00:00,hadoop0210,1307923200,13-Jun-11
hadoop-release-0.23.0.tar.gz,Hadoop_0230,1321050274,2011-11-11-23:24,hadoop0230,1320278400,3-Nov-11
hadoop-release-0.23.1.tar.gz,Hadoop_0231,1330409433,2012-02-28-07:10,hadoop0231,1329523200,18-Feb-12
hadoop-release-0.23.3.tar.gz,Hadoop_0233,1347659865,2012-09-14-23:57,hadoop0233,1346976000,7-Sep-12
hadoop-release-0.23.4.tar.gz,Hadoop_0234,1350335044,2012-10-15-23:04,hadoop0234,1349654400,8-Oct-12
hadoop-release-0.23.5.tar.gz,Hadoop_0235,1354112342,2012-11-28-15:19,hadoop0235,1353369600,20-Nov-12
hadoop-release-0.23.6.tar.gz,Hadoop_0236,1360169588,2013-02-06-17:53,hadoop0236,1359417600,29-Jan-13
hadoop-release-0.23.7.tar.gz,Hadoop_0237,1366317690,2013-04-18-22:41,hadoop0237,1365638400,11-Apr-13
hadoop-release-0.23.8.tar.gz,Hadoop_0238,1370376582,2013-06-04-22:09,hadoop0238,1369699200,28-May-13
hadoop-release-0.23.9.tar.gz,Hadoop_0239,1373397136,2013-07-09-21:12,hadoop0239,1372636800,1-Jul-13
hadoop-release-0.23.11.tar.gz,Hadoop_02311,1403875529,2014-06-27-15:25,hadoop02311,1403136000,19-Jun-14
hadoop-release-1.0.0.tar.gz,Hadoop_100,1325009314,2011-12-27-19:08,hadoop100,1324944000,27-Dec-11
hadoop-release-1.0.1.tar.gz,Hadoop_101,1329933230,2012-02-22-18:53,hadoop101,1329264000,15-Feb-12
hadoop-release-1.0.2.tar.gz,Hadoop_102,1333575983,2012-04-04-23:46,hadoop102,1332633600,25-Mar-12
hadoop-release-1.0.3.tar.gz,Hadoop_103,1337192819,2012-05-16-20:26,hadoop103,1336521600,9-May-12
hadoop-release-1.0.4.tar.gz,Hadoop_104,1350071006,2012-10-12-21:43,hadoop104,1349222400,3-Oct-12
hadoop-release-1.1.0.tar.gz,Hadoop_110,1350269131,2012-10-15-04:45,hadoop110,1349308800,4-Oct-12
hadoop-release-1.1.1.tar.gz,Hadoop_111,1354500973,2012-12-03-03:16,hadoop111,1353283200,19-Nov-12
hadoop-release-1.1.2.tar.gz,Hadoop_112,1362553692,2013-03-06-08:08,hadoop112,1359590400,31-Jan-13
hadoop-release-1.2.0.tar.gz,Hadoop_120,1368509709,2013-05-14-07:35,hadoop120,1367798400,6-May-13
hadoop-release-1.2.1.tar.gz,Hadoop_121,1375596930,2013-08-04-08:15,hadoop121,1373846400,15-Jul-13
hadoop-release-2.4.1.tar.gz,Hadoop_241,1404111897,2014-06-30-09:04,hadoop241,1403308800,21-Jun-14
